Index,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr
13367,2023-07-28 23:00:00 EDT,99.88,101.24,36,3,95,20.4,21.2,ERROR,16100,7,ERROR,21.4,20.8
13427,2023-07-29 00:00:00 EDT,99.88,101.24,28,4,99,20.1,20.3,ERROR,16100,7,ERROR,21.2,20.3
13487,2023-07-29 01:00:00 EDT,99.96,101.32,1,31,89,18.2,20,ERROR,16100,6,ERROR,21.5,20
13547,2023-07-29 02:00:00 EDT,99.96,101.33,2,26,78,14.5,18.3,ERROR,24100,7,ERROR,20,18.3
13607,2023-07-29 03:00:00 EDT,99.96,101.32,2,31,81,14.1,17.3,ERROR,24100,1,ERROR,18.3,17.2
13667,2023-07-29 04:00:00 EDT,99.94,101.31,1,14,82,13.4,16.5,ERROR,24100,1,ERROR,17.3,16.4
13727,2023-07-29 05:00:00 EDT,99.97,101.34,0,15,81,13.7,16.9,ERROR,24100,6,ERROR,17,16.4
13787,2023-07-29 06:00:00 EDT,99.94,101.31,2,12,80,13,16.4,ERROR,24100,6,8,16.9,16.4
13847,2023-07-29 07:00:00 EDT,99.99,101.36,2,13,78,12.6,16.5,ERROR,24100,7,174,16.6,16.3
13907,2023-07-29 08:00:00 EDT,100,101.38,3,13,78,12.4,16.2,ERROR,24100,7,333,16.6,16.2
13967,2023-07-29 09:00:00 EDT,99.96,101.33,3,21,76,12.5,16.7,ERROR,24100,8,871,16.8,16.2
14027,2023-07-29 10:00:00 EDT,99.94,101.31,4,14,74,13.3,18,ERROR,24100,8,1335,18,16.7
14087,2023-07-29 11:00:00 EDT,99.89,101.26,5,13,75,12.7,17.2,ERROR,24100,8,865,18,17.2
14147,2023-07-29 12:00:00 EDT,99.91,101.28,4,12,70,12.1,17.6,ERROR,24100,8,644,17.8,17.3
14207,2023-07-29 13:00:00 EDT,99.81,101.18,4,10,75,13,17.6,ERROR,24100,8,561,17.8,17.3
14267,2023-07-29 14:00:00 EDT,99.82,101.19,34,13,70,12.5,18.1,ERROR,24100,8,645,18.1,17.4
14327,2023-07-29 15:00:00 EDT,99.75,101.12,35,15,74,13,17.6,ERROR,24100,8,532,18.2,17.5
14387,2023-07-29 16:00:00 EDT,99.8,101.18,1,21,76,13,17.3,ERROR,24100,7,475,17.7,17.1
14447,2023-07-29 17:00:00 EDT,99.85,101.23,0,34,70,12.6,18.1,ERROR,24100,7,1129,18.3,17.1
14507,2023-07-29 18:00:00 EDT,99.83,101.2,34,23,61,11.2,18.8,ERROR,24100,6,1621,19.1,17.9
14567,2023-07-29 19:00:00 EDT,99.82,101.2,1,31,62,10.7,18.1,ERROR,24100,6,1115,19.2,17.9
14627,2023-07-29 20:00:00 EDT,99.83,101.21,34,13,63,10.4,17.6,ERROR,24100,4,416,18.5,17.6
14687,2023-07-29 21:00:00 EDT,99.87,101.25,31,10,75,11.2,15.5,ERROR,24100,5,22,17.6,15.5
14747,2023-07-29 22:00:00 EDT,99.92,101.3,32,10,79,10.9,14.4,ERROR,24100,1,ERROR,16.1,14.4
14807,2023-07-29 23:00:00 EDT,99.95,101.33,28,7,83,11.2,14.1,ERROR,24100,1,ERROR,15.3,13.8
14867,2023-07-30 00:00:00 EDT,99.98,101.36,26,8,91,11.2,12.6,ERROR,24100,1,ERROR,14,12.4
14927,2023-07-30 01:00:00 EDT,100.01,101.39,28,9,90,10.8,12.4,ERROR,24100,1,ERROR,12.6,10.8
14987,2023-07-30 02:00:00 EDT,100.01,101.39,28,10,96,10.6,11.3,ERROR,24100,0,ERROR,12.2,10.8
15047,2023-07-30 03:00:00 EDT,100.02,101.41,24,3,97,10.2,10.6,ERROR,24100,0,ERROR,12.1,10.2
15107,2023-07-30 04:00:00 EDT,100.01,101.4,24,5,98,9.8,10,ERROR,24100,0,ERROR,10.8,9.2
15167,2023-07-30 05:00:00 EDT,100,101.39,27,11,99,9,9.2,ERROR,24100,1,ERROR,10.7,8.5
15227,2023-07-30 06:00:00 EDT,100.02,101.41,25,8,97,9.3,9.7,ERROR,24100,2,4,9.9,9.1
15287,2023-07-30 07:00:00 EDT,100.04,101.42,27,11,97,11.6,12.1,ERROR,24100,1,236,12.1,9.7
15347,2023-07-30 08:00:00 EDT,100.08,101.46,28,14,86,12.2,14.4,ERROR,24100,1,786,14.4,12.2
15407,2023-07-30 09:00:00 EDT,100.09,101.47,28,12,75,12.5,16.9,ERROR,24100,1,1449,16.9,14.5
15467,2023-07-30 10:00:00 EDT,100.1,101.48,29,16,67,12.8,18.9,ERROR,24100,1,2061,18.9,16.8
15527,2023-07-30 11:00:00 EDT,100.08,101.46,27,17,59,12.3,20.4,ERROR,24100,1,2606,20.4,19
15587,2023-07-30 12:00:00 EDT,100.07,101.45,26,15,55,12.4,21.7,ERROR,24100,1,3009,21.9,20.1
15647,2023-07-30 13:00:00 EDT,100.01,101.39,26,16,54,13,22.7,ERROR,24100,3,3240,23,21.8
15707,2023-07-30 14:00:00 EDT,99.97,101.35,25,20,52,13.4,23.7,ERROR,24100,3,3265,23.9,22.1
15767,2023-07-30 15:00:00 EDT,99.91,101.29,29,20,45,11.8,24.2,ERROR,24100,2,3147,24.8,23.2
15827,2023-07-30 16:00:00 EDT,99.86,101.24,25,20,45,12.1,24.6,ERROR,24100,2,2768,25,23.9
15887,2023-07-30 17:00:00 EDT,99.83,101.21,22,24,47,12.1,23.9,ERROR,24100,2,2295,24.6,23.7
15947,2023-07-30 18:00:00 EDT,99.8,101.18,25,19,47,12,24,ERROR,24100,2,1605,24.2,23.1
16007,2023-07-30 19:00:00 EDT,99.83,101.21,23,25,53,12.4,22.3,ERROR,24100,4,935,23.9,22.3
16067,2023-07-30 20:00:00 EDT,99.86,101.24,22,13,59,12.6,20.7,ERROR,24100,7,235,22.3,20.6
16127,2023-07-30 21:00:00 EDT,99.88,101.25,23,10,75,14.7,19.2,ERROR,24100,7,4,21.1,19.2
16187,2023-07-30 22:00:00 EDT,99.88,101.25,21,12,77,13.8,17.9,ERROR,24100,7,ERROR,19.6,17.8
16247,2023-07-30 23:00:00 EDT,99.94,101.31,29,30,79,13.9,17.4,ERROR,16100,8,ERROR,18.9,16.7
16307,2023-07-31 00:00:00 EDT,99.94,101.31,35,5,89,13.4,15.3,ERROR,24100,6,ERROR,17.5,15.3
16367,2023-07-31 01:00:00 EDT,99.91,101.29,17,7,97,12.3,12.7,ERROR,24100,6,ERROR,15.4,12.7
16427,2023-07-31 02:00:00 EDT,99.89,101.26,19,8,98,13.5,13.9,ERROR,24100,8,ERROR,13.9,12.8
16487,2023-07-31 03:00:00 EDT,99.88,101.25,25,7,97,13.8,14.3,ERROR,24100,8,ERROR,14.5,13.8
16547,2023-07-31 04:00:00 EDT,99.88,101.25,28,11,97,14,14.4,ERROR,24100,7,ERROR,14.4,13.9
16607,2023-07-31 05:00:00 EDT,99.9,101.27,26,7,98,14.1,14.3,ERROR,24100,8,ERROR,14.6,14.2
16667,2023-07-31 06:00:00 EDT,99.97,101.34,30,13,97,13.7,14.2,ERROR,24100,8,1,14.7,13.7
16727,2023-07-31 07:00:00 EDT,100.02,101.4,30,11,94,13.6,14.5,ERROR,24100,7,134,14.7,14.2
16787,2023-07-31 08:00:00 EDT,100.11,101.49,32,17,88,13.4,15.3,ERROR,24100,7,459,15.5,14.5
16847,2023-07-31 09:00:00 EDT,100.16,101.54,32,24,83,13.6,16.5,ERROR,24100,7,852,16.6,15.3
16907,2023-07-31 10:00:00 EDT,100.2,101.58,30,19,73,12.9,17.8,ERROR,24100,7,1961,18.1,16.2
16967,2023-07-31 11:00:00 EDT,100.24,101.62,33,27,65,12.6,19.3,ERROR,24100,6,2351,19.4,17.6
17027,2023-07-31 12:00:00 EDT,100.27,101.65,32,19,50,9.4,20,ERROR,24100,6,3054,20.5,18.9
17087,2023-07-31 13:00:00 EDT,100.25,101.63,30,23,56,10.7,19.5,ERROR,24100,7,2769,20.5,19.4
17147,2023-07-31 14:00:00 EDT,100.23,101.61,33,23,51,9.6,20,ERROR,24100,6,2453,20.9,19.3
17207,2023-07-31 15:00:00 EDT,100.23,101.61,31,24,45,8.8,21,ERROR,24100,5,2471,21.4,19.5
17267,2023-07-31 16:00:00 EDT,100.26,101.64,30,23,56,10.4,19.2,ERROR,24100,5,1814,21.5,19.1
17327,2023-07-31 17:00:00 EDT,100.28,101.66,28,16,50,9.2,19.8,ERROR,24100,6,1276,20.9,18.6
17387,2023-07-31 18:00:00 EDT,100.29,101.67,32,25,46,8.6,20.5,ERROR,24100,5,1802,20.8,19.4
17447,2023-07-31 19:00:00 EDT,100.33,101.71,32,24,45,7.6,19.6,ERROR,24100,3,1194,20.6,19.6
17507,2023-07-31 20:00:00 EDT,100.38,101.77,32,23,54,8.2,17.6,ERROR,24100,3,361,19.6,17.5
17567,2023-07-31 21:00:00 EDT,100.44,101.83,30,11,65,9,15.6,ERROR,24100,2,21,17.4,15.6
17627,2023-07-31 22:00:00 EDT,100.51,101.9,31,15,69,9.1,14.7,ERROR,24100,3,ERROR,15.6,14.6
17687,2023-07-31 23:00:00 EDT,100.54,101.93,29,9,73,9.4,14.1,ERROR,24100,0,ERROR,15.5,13.8
17747,2023-08-01 00:00:00 EDT,100.56,101.95,29,7,80,10.2,13.6,ERROR,24100,0,ERROR,15,12.2
17807,2023-08-01 01:00:00 EDT,100.57,101.96,30,10,83,10.2,13.1,ERROR,24100,0,ERROR,14,12.7
17867,2023-08-01 02:00:00 EDT,100.58,101.97,29,9,88,9.2,11.2,ERROR,24100,0,ERROR,13.1,11
17927,2023-08-01 03:00:00 EDT,100.6,101.99,27,7,96,9.5,10.1,ERROR,24100,0,ERROR,11.5,9.7
17987,2023-08-01 04:00:00 EDT,100.64,102.03,26,4,97,10,10.4,ERROR,24100,0,ERROR,10.4,9.2
18047,2023-08-01 05:00:00 EDT,100.69,102.08,28,7,94,9.4,10.3,ERROR,24100,2,ERROR,10.8,9.3
18107,2023-08-01 06:00:00 EDT,100.74,102.13,29,7,95,9.2,10,ERROR,24100,7,3,10.7,9.5
18167,2023-08-01 07:00:00 EDT,100.78,102.17,36,2,95,10.8,11.6,ERROR,24100,7,95,11.6,10.1
18227,2023-08-01 08:00:00 EDT,100.83,102.22,28,10,90,12.3,13.8,ERROR,24100,7,367,13.8,11.6
18287,2023-08-01 09:00:00 EDT,100.87,102.26,29,9,75,11.8,16,ERROR,24100,5,1200,16,13.9
18347,2023-08-01 10:00:00 EDT,100.88,102.27,30,11,63,10.7,17.8,ERROR,24100,4,1539,18.3,15.6
18407,2023-08-01 11:00:00 EDT,100.89,102.28,34,7,52,9.7,19.6,ERROR,24100,4,2305,19.6,17.8
18467,2023-08-01 12:00:00 EDT,100.88,102.27,28,10,49,8.4,19.2,ERROR,24100,7,1320,20.1,18.8
18527,2023-08-01 13:00:00 EDT,100.86,102.25,30,12,54,9.7,19.1,ERROR,24100,7,1136,19.3,18.2
18587,2023-08-01 14:00:00 EDT,100.84,102.23,33,6,52,10.3,20.4,ERROR,24100,6,2082,20.6,19.1
18647,2023-08-01 15:00:00 EDT,100.81,102.2,27,13,47,9.9,21.4,ERROR,24100,4,3351,21.5,19.7
18707,2023-08-01 16:00:00 EDT,100.79,102.18,28,16,45,9.7,21.8,ERROR,24100,4,2861,22.2,21.3
18767,2023-08-01 17:00:00 EDT,100.76,102.15,29,13,46,10,22.1,ERROR,24100,4,2145,22.2,21
18827,2023-08-01 18:00:00 EDT,100.77,102.16,25,14,50,10.5,21.1,ERROR,24100,6,1571,22.4,20.6
18887,2023-08-01 19:00:00 EDT,100.76,102.15,29,16,47,9.2,20.6,ERROR,24100,4,1049,21.3,20
18947,2023-08-01 20:00:00 EDT,100.8,102.19,31,10,55,9.7,18.9,ERROR,24100,3,357,20.7,18.9
19007,2023-08-01 21:00:00 EDT,100.85,102.24,24,7,60,9.5,17.3,ERROR,24100,2,16,19,15.3
19067,2023-08-01 22:00:00 EDT,100.9,102.29,36,2,68,9.3,15.2,ERROR,24100,0,ERROR,17.5,13.8
19127,2023-08-01 23:00:00 EDT,100.9,102.29,20,4,64,8.8,15.5,ERROR,24100,0,ERROR,17.5,14.1
19187,2023-08-02 00:00:00 EDT,100.91,102.3,18,3,73,9,13.7,ERROR,24100,0,ERROR,15.7,12.4
19247,2023-08-02 01:00:00 EDT,100.9,102.3,14,4,82,8.3,11.2,ERROR,24100,0,ERROR,13.8,11.2
19307,2023-08-02 02:00:00 EDT,100.91,102.3,23,5,84,9.4,11.9,ERROR,24100,0,ERROR,12.3,10.5
19367,2023-08-02 03:00:00 EDT,100.91,102.31,20,5,95,9.2,10,ERROR,24100,1,ERROR,12.5,10
19427,2023-08-02 04:00:00 EDT,100.9,102.29,36,1,96,9.5,10.2,ERROR,24100,0,ERROR,11,9.7
19487,2023-08-02 05:00:00 EDT,100.91,102.31,36,1,95,7.8,8.6,ERROR,24100,1,ERROR,10.7,8.6
19547,2023-08-02 06:00:00 EDT,100.91,102.31,6,3,91,8.2,9.5,ERROR,24100,5,7,10.3,8.5
19607,2023-08-02 07:00:00 EDT,100.92,102.31,6,5,90,11.5,13,ERROR,24100,2,230,13,9.4
19667,2023-08-02 08:00:00 EDT,100.92,102.31,10,7,85,12.6,15,ERROR,24100,7,628,15.1,13.1
19727,2023-08-02 09:00:00 EDT,100.9,102.29,14,6,74,12.5,17.1,ERROR,24100,8,1170,17.1,15
19787,2023-08-02 10:00:00 EDT,100.87,102.26,17,9,63,13.3,20.4,ERROR,24100,8,1999,20.4,17.2
19847,2023-08-02 11:00:00 EDT,100.85,102.24,20,12,60,13.7,21.7,ERROR,24100,8,2430,22.2,20.3
19907,2023-08-02 12:00:00 EDT,100.8,102.19,19,10,56,14.1,23.2,ERROR,24100,6,2078,24,21.1
19967,2023-08-02 13:00:00 EDT,100.76,102.15,21,11,57,13.7,22.5,ERROR,24100,7,2426,24.2,22.2
20027,2023-08-02 14:00:00 EDT,100.7,102.09,19,14,48,13,24.7,ERROR,24100,6,1599,25,22.5
20087,2023-08-02 15:00:00 EDT,100.66,102.05,24,15,45,11.9,24.5,ERROR,24100,8,2260,25.4,23.4
20147,2023-08-02 16:00:00 EDT,100.6,101.99,22,13,43,11.5,24.7,ERROR,24100,6,833,26.2,24.1
20207,2023-08-02 17:00:00 EDT,100.53,101.92,18,15,55,15.4,25,ERROR,24100,7,832,26.5,24.3
20267,2023-08-02 18:00:00 EDT,100.5,101.89,18,20,53,14,23.9,ERROR,24100,6,888,25.2,23.7
20327,2023-08-02 19:00:00 EDT,100.46,101.84,19,21,59,14.4,22.7,ERROR,24100,5,671,24.1,22.7
20387,2023-08-02 20:00:00 EDT,100.46,101.84,17,11,67,14.3,20.6,ERROR,24100,7,253,22.7,20.6
20447,2023-08-02 21:00:00 EDT,100.45,101.83,17,11,69,13.7,19.4,ERROR,24100,6,6,20.6,19.4
20507,2023-08-02 22:00:00 EDT,100.4,101.78,18,12,71,13.1,18.3,ERROR,24100,5,ERROR,19.5,18.3
20567,2023-08-02 23:00:00 EDT,100.37,101.75,19,10,71,13,18.2,ERROR,24100,6,ERROR,18.8,17.8
20627,2023-08-03 00:00:00 EDT,100.34,101.71,17,10,68,12.3,18.4,ERROR,24100,8,ERROR,18.6,17.9
20687,2023-08-03 01:00:00 EDT,100.28,101.66,15,8,73,12.2,17.1,ERROR,24100,8,ERROR,18.4,17.1
20747,2023-08-03 02:00:00 EDT,100.14,101.51,16,14,73,12.3,17.2,ERROR,24100,8,ERROR,17.3,16.7
20807,2023-08-03 03:00:00 EDT,100.04,101.41,17,15,72,12.2,17.2,ERROR,24100,8,ERROR,17.3,16.6
20867,2023-08-03 04:00:00 EDT,99.95,101.32,18,17,70,12.1,17.6,ERROR,24100,8,ERROR,17.7,17.2
20927,2023-08-03 05:00:00 EDT,100,101.37,21,19,92,14.7,16,ERROR,12900,8,ERROR,17.7,15.8
20987,2023-08-03 06:00:00 EDT,99.99,101.36,17,13,95,15.4,16.2,ERROR,24100,8,1,17.4,15.7
21047,2023-08-03 07:00:00 EDT,99.96,101.33,18,12,96,16.5,17.1,ERROR,24100,7,59,17.1,16.2
21107,2023-08-03 08:00:00 EDT,99.97,101.34,20,16,93,17.8,18.8,ERROR,24100,7,424,18.8,17.1
21167,2023-08-03 09:00:00 EDT,99.96,101.33,20,15,90,18.1,19.7,ERROR,24100,7,623,19.8,18.8
21227,2023-08-03 10:00:00 EDT,99.89,101.26,22,24,86,18.4,20.8,ERROR,24100,7,932,21.1,19.7
21287,2023-08-03 11:00:00 EDT,99.88,101.25,23,23,82,18.7,21.8,ERROR,24100,7,1013,22.6,20.8
21347,2023-08-03 12:00:00 EDT,99.87,101.24,20,22,78,18.6,22.6,ERROR,24100,7,1665,23.1,21.7
21407,2023-08-03 13:00:00 EDT,99.82,101.19,23,23,75,19.3,23.9,ERROR,24100,7,1637,24.7,22.5
21467,2023-08-03 14:00:00 EDT,99.77,101.14,21,22,78,19.5,23.4,ERROR,24100,7,1168,24.1,23.4
21527,2023-08-03 15:00:00 EDT,99.72,101.08,20,20,70,19.9,25.8,ERROR,24100,7,1642,25.8,23.2
21587,2023-08-03 16:00:00 EDT,99.65,101.01,19,21,71,19.8,25.3,ERROR,24100,6,2201,26.1,24.5
21647,2023-08-03 17:00:00 EDT,99.6,100.96,21,15,75,20.2,24.8,ERROR,24100,6,1597,26.2,24.7
21707,2023-08-03 18:00:00 EDT,99.54,100.9,20,17,78,19.6,23.6,ERROR,16100,7,466,25.6,23.6
21767,2023-08-03 19:00:00 EDT,99.64,101.01,19,30,82,16,19,ERROR,24100,8,371,24.7,18.2
21827,2023-08-03 20:00:00 EDT,99.51,100.88,20,20,87,18,20.2,ERROR,24100,7,62,23.5,18.2
21887,2023-08-03 21:00:00 EDT,99.58,100.94,21,17,87,18.3,20.4,ERROR,24100,7,11,20.7,19.5
21947,2023-08-03 22:00:00 EDT,99.64,101.01,27,13,86,17.2,19.7,ERROR,24100,8,ERROR,20.7,19.7
22007,2023-08-03 23:00:00 EDT,99.57,100.93,23,8,87,16.6,18.8,ERROR,24100,8,ERROR,19.7,18.7
22067,2023-08-04 00:00:00 EDT,99.55,100.92,15,9,94,16.1,17,ERROR,24100,8,ERROR,18.8,17
22127,2023-08-04 01:00:00 EDT,99.52,100.88,22,9,95,16.6,17.4,ERROR,24100,6,ERROR,18.1,16.9
22187,2023-08-04 02:00:00 EDT,99.53,100.89,20,10,95,16.5,17.2,ERROR,24100,6,ERROR,17.6,17.2
22247,2023-08-04 03:00:00 EDT,99.58,100.94,21,10,96,16.4,16.9,ERROR,24100,6,ERROR,17.3,16.8
22307,2023-08-04 04:00:00 EDT,99.53,100.89,20,6,97,16.2,16.7,ERROR,24100,6,ERROR,16.9,16.3
22367,2023-08-04 05:00:00 EDT,99.56,100.92,19,10,98,15.9,16.3,ERROR,24100,7,ERROR,16.9,16.3
22427,2023-08-04 06:00:00 EDT,99.62,100.99,22,7,96,16.1,16.6,ERROR,24100,7,0,16.7,16.4
22487,2023-08-04 07:00:00 EDT,99.63,101,21,7,97,16.3,16.8,ERROR,24100,7,121,16.8,16.5
22547,2023-08-04 08:00:00 EDT,99.64,101.01,23,8,95,16.8,17.6,ERROR,24100,7,231,17.6,16.8
22607,2023-08-04 09:00:00 EDT,99.66,101.03,23,9,90,16.8,18.3,ERROR,24100,6,666,18.4,17.6
22667,2023-08-04 10:00:00 EDT,99.69,101.06,32,5,78,17.1,20.9,ERROR,24100,7,1615,20.9,18.3
22727,2023-08-04 11:00:00 EDT,99.69,101.06,30,8,72,16.9,22.1,ERROR,24100,4,1957,22.2,20.7
22787,2023-08-04 12:00:00 EDT,99.69,101.06,30,13,63,16,23.4,ERROR,24100,4,2855,23.8,21.6
22847,2023-08-04 13:00:00 EDT,99.72,101.09,34,14,64,16.1,23.1,ERROR,24100,6,2719,24.2,23.1
22907,2023-08-04 14:00:00 EDT,99.74,101.1,31,22,50,14.3,25.2,ERROR,24100,6,2941,25.3,23.2
22967,2023-08-04 15:00:00 EDT,99.76,101.12,33,16,54,15.5,25.3,ERROR,24100,4,3199,25.9,24.5
23027,2023-08-04 16:00:00 EDT,99.75,101.11,32,26,54,15.6,25.4,ERROR,24100,6,2589,25.7,24.6
23087,2023-08-04 17:00:00 EDT,99.79,101.16,0,21,53,14.4,24.3,ERROR,24100,7,2256,25.3,23.9
23147,2023-08-04 18:00:00 EDT,99.81,101.18,35,18,51,13.8,24.3,ERROR,24100,5,1369,24.9,23.9
23207,2023-08-04 19:00:00 EDT,99.86,101.23,33,16,51,12.9,23.6,ERROR,24100,4,789,24.3,23.6
23267,2023-08-04 20:00:00 EDT,99.88,101.25,3,7,57,13.2,21.9,ERROR,24100,3,256,23.5,21.9
23327,2023-08-04 21:00:00 EDT,99.99,101.36,35,29,68,14.9,20.8,ERROR,24100,5,10,23.1,19.5
23387,2023-08-04 22:00:00 EDT,100.05,101.42,33,7,90,16.5,18.2,ERROR,24100,5,ERROR,22.3,18.2
23447,2023-08-04 23:00:00 EDT,100.08,101.45,30,11,94,16.8,17.7,ERROR,24100,2,ERROR,18.4,16.9
23507,2023-08-05 00:00:00 EDT,100.11,101.48,31,11,90,15.3,17,ERROR,24100,2,ERROR,17.7,16.8
23567,2023-08-05 01:00:00 EDT,100.14,101.51,32,17,85,15,17.6,ERROR,24100,1,ERROR,17.6,16.4
23627,2023-08-05 02:00:00 EDT,100.16,101.53,31,17,87,14.6,16.6,ERROR,24100,1,ERROR,17.7,16.3
23687,2023-08-05 03:00:00 EDT,100.14,101.51,34,24,85,13.5,15.9,ERROR,24100,0,ERROR,16.9,15.9
23747,2023-08-05 04:00:00 EDT,100.19,101.56,31,12,89,12.5,14.3,ERROR,24100,0,ERROR,15.8,14.3
23807,2023-08-05 05:00:00 EDT,100.23,101.61,28,7,89,11.6,13.2,ERROR,24100,0,ERROR,14.9,13.2
23867,2023-08-05 06:00:00 EDT,100.29,101.67,29,12,94,12.2,13.1,ERROR,24100,1,ERROR,14,12
23927,2023-08-05 07:00:00 EDT,100.3,101.68,28,11,92,13.3,14.6,ERROR,24100,0,178,14.7,13
23987,2023-08-05 08:00:00 EDT,100.33,101.71,30,12,83,13.7,16.6,ERROR,24100,0,732,16.6,14.6
24047,2023-08-05 09:00:00 EDT,100.37,101.75,26,7,81,14.2,17.4,ERROR,24100,1,1394,17.6,16.6
24107,2023-08-05 10:00:00 EDT,100.38,101.76,25,9,77,14.9,19,ERROR,24100,2,2053,19.1,17.4
24167,2023-08-05 11:00:00 EDT,100.38,101.76,29,17,67,14.1,20.2,ERROR,24100,3,1939,20.4,19
24227,2023-08-05 12:00:00 EDT,100.35,101.73,31,15,66,14.7,21.3,ERROR,24100,4,2870,21.8,20.2
24287,2023-08-05 13:00:00 EDT,100.33,101.71,33,16,59,14.1,22.4,ERROR,24100,5,2540,22.7,20.8
24347,2023-08-05 14:00:00 EDT,100.34,101.72,33,13,54,13.7,23.2,ERROR,24100,5,3195,23.5,21.7
24407,2023-08-05 15:00:00 EDT,100.33,101.71,33,8,48,12.6,23.9,ERROR,24100,5,3080,24.4,22.8
24467,2023-08-05 16:00:00 EDT,100.3,101.68,3,6,49,12.2,23.2,ERROR,24100,5,2997,25,23.2
24527,2023-08-05 17:00:00 EDT,100.31,101.69,5,6,47,13.4,25.2,ERROR,24100,5,2466,25.2,23.2
24587,2023-08-05 18:00:00 EDT,100.3,101.68,11,6,49,13.2,24.6,ERROR,24100,4,1430,25.3,24.1
24647,2023-08-05 19:00:00 EDT,100.29,101.67,18,4,53,13.2,23.3,ERROR,24100,2,991,24.4,23.2
24707,2023-08-05 20:00:00 EDT,100.27,101.65,24,8,60,13.5,21.5,ERROR,24100,2,320,23.3,21.4
24767,2023-08-05 21:00:00 EDT,100.29,101.67,26,9,68,13.5,19.4,ERROR,24100,2,11,21.6,19.4
24827,2023-08-05 22:00:00 EDT,100.32,101.7,23,7,70,13.6,19.1,ERROR,24100,0,ERROR,19.8,18.8
24887,2023-08-05 23:00:00 EDT,100.34,101.72,24,10,76,13.5,17.8,ERROR,24100,0,ERROR,19.2,17.2
24947,2023-08-06 00:00:00 EDT,100.32,101.7,25,11,82,12.8,15.8,ERROR,24100,0,ERROR,17.9,15.7
25007,2023-08-06 01:00:00 EDT,100.3,101.68,24,6,80,12.8,16.3,ERROR,24100,0,ERROR,16.8,15.5
25067,2023-08-06 02:00:00 EDT,100.29,101.67,23,9,85,12.3,14.8,ERROR,24100,0,ERROR,16.3,14.8
25127,2023-08-06 03:00:00 EDT,100.32,101.7,23,8,83,12.7,15.6,ERROR,24100,0,ERROR,15.8,14.7
25187,2023-08-06 04:00:00 EDT,100.33,101.71,23,8,92,12.5,13.7,ERROR,24100,0,ERROR,15.4,13.5
25247,2023-08-06 05:00:00 EDT,100.34,101.72,27,8,92,12.9,14.1,ERROR,24100,1,ERROR,14.2,13.5
25307,2023-08-06 06:00:00 EDT,100.35,101.73,27,7,94,13,13.9,ERROR,24100,1,ERROR,14.3,13.3
25367,2023-08-06 07:00:00 EDT,100.38,101.76,26,9,95,13.6,14.4,ERROR,24100,0,181,14.4,13.5
25427,2023-08-06 08:00:00 EDT,100.38,101.76,28,9,88,15.4,17.4,ERROR,24100,0,752,17.4,14.5
25487,2023-08-06 09:00:00 EDT,100.37,101.75,29,8,73,14.9,19.7,ERROR,24100,1,1410,19.7,17.4
25547,2023-08-06 10:00:00 EDT,100.35,101.73,36,2,63,14.2,21.6,ERROR,24100,1,2053,21.9,19.7
25607,2023-08-06 11:00:00 EDT,100.31,101.68,32,9,52,13.3,23.5,ERROR,24100,2,2610,23.8,21.8
25667,2023-08-06 12:00:00 EDT,100.26,101.63,27,9,51,13.9,24.4,ERROR,24100,4,3016,24.7,23.4
25727,2023-08-06 13:00:00 EDT,100.23,101.6,35,7,40,11.3,25.7,ERROR,24100,5,2999,25.8,24.4
25787,2023-08-06 14:00:00 EDT,100.23,101.6,21,9,45,13,25.6,ERROR,24100,6,3353,26,24.3
25847,2023-08-06 15:00:00 EDT,100.18,101.55,23,6,43,12.8,26.3,ERROR,24100,6,3158,26.5,25.5
25907,2023-08-06 16:00:00 EDT,100.15,101.52,36,3,36,10.7,26.6,ERROR,24100,6,2494,26.6,25.7
25967,2023-08-06 17:00:00 EDT,100.14,101.51,23,7,41,11.5,25.5,ERROR,24100,7,1845,26.7,25.1
26027,2023-08-06 18:00:00 EDT,100.11,101.48,20,4,58,16.1,24.9,ERROR,24100,7,1030,26.1,24.9
26087,2023-08-06 19:00:00 EDT,100.08,101.45,19,3,68,17.5,23.6,ERROR,24100,7,491,25.2,23.4
26147,2023-08-06 20:00:00 EDT,100.06,101.43,12,7,71,16.1,21.5,ERROR,24100,7,208,24.1,21.4
26207,2023-08-06 21:00:00 EDT,100.06,101.43,9,7,64,14.3,21.3,ERROR,24100,6,7,21.6,20
26267,2023-08-06 22:00:00 EDT,100.06,101.43,5,11,74,14.6,19.2,ERROR,24100,6,ERROR,21.3,18.9
26327,2023-08-06 23:00:00 EDT,100.08,101.45,8,9,71,14.4,19.8,ERROR,24100,7,ERROR,19.9,18.7
26387,2023-08-07 00:00:00 EDT,100.05,101.42,9,10,75,14.3,18.7,ERROR,24100,8,ERROR,19.9,18.1
26447,2023-08-07 01:00:00 EDT,100.04,101.41,7,10,78,14.1,18,ERROR,24100,7,ERROR,19.1,17.5
26507,2023-08-07 02:00:00 EDT,99.99,101.36,5,11,83,14.3,17.1,ERROR,24100,7,ERROR,18.3,17.1
26567,2023-08-07 03:00:00 EDT,99.91,101.27,7,14,81,14.3,17.6,ERROR,24100,7,ERROR,17.8,17
