Index,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa)
120947,10/11/2023 16:00,2023,10,11,16:00,13.3,5.4,59,0,23,18,99.87
121007,10/11/2023 17:00,2023,10,11,17:00,12.5,6.2,65,0,21,19,99.91
121067,10/11/2023 18:00,2023,10,11,18:00,10,7.1,82,0,20,10,99.95
121127,10/11/2023 19:00,2023,10,11,19:00,9.7,6.8,82,0,21,12,99.96
121187,10/11/2023 20:00,2023,10,11,20:00,10.3,6.6,78,0,22,12,99.98
121247,10/11/2023 21:00,2023,10,11,21:00,9.7,6.8,82,0,21,8,100.03
121307,10/11/2023 22:00,2023,10,11,22:00,9.1,7.4,89,0.2,22,4,100.05
121367,10/11/2023 23:00,2023,10,11,23:00,8.7,7.5,92,0,22,6,100.05
121427,10/12/2023 0:00,2023,10,12,0:00,8.1,7,93,0,23,6,100.04
121487,10/12/2023 1:00,2023,10,12,1:00,7.1,6.4,95,0,22,7,100.06
121547,10/12/2023 2:00,2023,10,12,2:00,7.7,6.9,95,0,21,7,100.04
121607,10/12/2023 3:00,2023,10,12,3:00,8,7,93,0,25,5,100.04
121667,10/12/2023 4:00,2023,10,12,4:00,8.2,7,92,0,23,6,100.08
121727,10/12/2023 5:00,2023,10,12,5:00,8.5,7.2,92,0.1,25,6,100.14
121787,10/12/2023 6:00,2023,10,12,6:00,8.4,6.7,89,0,28,12,100.16
121847,10/12/2023 7:00,2023,10,12,7:00,7.6,6.2,91,0,29,7,100.22
121907,10/12/2023 8:00,2023,10,12,8:00,8.4,6,85,0,30,9,100.28
121967,10/12/2023 9:00,2023,10,12,9:00,8.8,5.8,82,0,29,11,100.29
122027,10/12/2023 10:00,2023,10,12,10:00,9.8,4,67,0,32,12,100.32
122087,10/12/2023 11:00,2023,10,12,11:00,11,4.1,63,0,32,15,100.35
122147,10/12/2023 12:00,2023,10,12,12:00,11.3,3.8,60,0,30,20,100.34
122207,10/12/2023 13:00,2023,10,12,13:00,10.8,3,59,0,29,17,100.36
122267,10/12/2023 14:00,2023,10,12,14:00,10.4,3,60,0,30,17,100.37
122327,10/12/2023 15:00,2023,10,12,15:00,10.3,3.2,61,0,29,17,100.38
122387,10/12/2023 16:00,2023,10,12,16:00,9.8,2.4,60,0,31,10,100.41
122447,10/12/2023 17:00,2023,10,12,17:00,10,2.9,61,0,30,14,100.43
122507,10/12/2023 18:00,2023,10,12,18:00,8.4,3.1,69,0,29,10,100.47
122567,10/12/2023 19:00,2023,10,12,19:00,7.9,3,71,0,32,10,100.5
122627,10/12/2023 20:00,2023,10,12,20:00,7.9,3.6,74,0,29,12,100.54
122687,10/12/2023 21:00,2023,10,12,21:00,8.1,4.5,78,0,30,10,100.55
122747,10/12/2023 22:00,2023,10,12,22:00,7.9,4.6,80,0,30,9,100.54
122807,10/12/2023 23:00,2023,10,12,23:00,7.3,4.5,83,0,30,9,100.53
122867,10/13/2023 0:00,2023,10,13,0:00,7.5,5,85,0,30,9,100.57
122927,10/13/2023 1:00,2023,10,13,1:00,8,5.9,87,0,30,9,100.58
122987,10/13/2023 2:00,2023,10,13,2:00,7.6,5.6,87,0,30,9,100.57
123047,10/13/2023 3:00,2023,10,13,3:00,6.9,5.4,90,0,29,7,100.6
123107,10/13/2023 4:00,2023,10,13,4:00,6.4,5.5,94,0,29,7,100.65
123167,10/13/2023 5:00,2023,10,13,5:00,6.1,5.3,95,0,28,9,100.71
123227,10/13/2023 6:00,2023,10,13,6:00,6.1,5.2,94,0,30,9,100.71
123287,10/13/2023 7:00,2023,10,13,7:00,6.6,5.7,94,0,30,9,100.75
123347,10/13/2023 8:00,2023,10,13,8:00,9,6.4,84,0,31,12,100.78
123407,10/13/2023 9:00,2023,10,13,9:00,10.5,7.4,81,0,30,16,100.8
123467,10/13/2023 10:00,2023,10,13,10:00,11.7,7,73,0,31,20,100.78
123527,10/13/2023 11:00,2023,10,13,11:00,13.5,7.2,66,0,33,15,100.76
123587,10/13/2023 12:00,2023,10,13,12:00,13.3,6.1,62,0,34,15,100.74
123647,10/13/2023 13:00,2023,10,13,13:00,13.8,6.2,60,0,31,7,100.72
123707,10/13/2023 14:00,2023,10,13,14:00,14.7,6.5,58,0,30,11,100.7
123767,10/13/2023 15:00,2023,10,13,15:00,14.4,5.9,56,0,30,9,100.65
123827,10/13/2023 16:00,2023,10,13,16:00,13.5,6.1,61,0,30,10,100.66
123887,10/13/2023 17:00,2023,10,13,17:00,13.1,6.4,64,0,32,8,100.66
123947,10/13/2023 18:00,2023,10,13,18:00,12.3,6.9,69,0,29,4,100.66
124007,10/13/2023 19:00,2023,10,13,19:00,11.8,6.9,72,0,31,9,100.68
124067,10/13/2023 20:00,2023,10,13,20:00,10.3,6.3,76,0,33,6,100.68
124127,10/13/2023 21:00,2023,10,13,21:00,9.7,6.2,79,0,35,4,100.66
124187,10/13/2023 22:00,2023,10,13,22:00,9.7,6.5,80,0,34,10,100.64
124247,10/13/2023 23:00,2023,10,13,23:00,8.8,6.1,83,0,34,6,100.59
124307,10/14/2023 0:00,2023,10,14,0:00,8.2,6.3,87,0,29,7,100.57
124367,10/14/2023 1:00,2023,10,14,1:00,9,6.5,85,0,33,6,100.55
124427,10/14/2023 2:00,2023,10,14,2:00,9.3,6.7,84,0,32,4,100.53
124487,10/14/2023 3:00,2023,10,14,3:00,8.6,6.3,85,0,33,7,100.49
124547,10/14/2023 4:00,2023,10,14,4:00,7.7,5.5,86,0,32,6,100.47
124607,10/14/2023 5:00,2023,10,14,5:00,8,6.1,87,0,35,5,100.47
124667,10/14/2023 6:00,2023,10,14,6:00,8.6,6.4,86,0,33,7,100.46
124727,10/14/2023 7:00,2023,10,14,7:00,8.6,6.3,86,0,34,9,100.44
124787,10/14/2023 8:00,2023,10,14,8:00,9.1,6.2,82,0,34,7,100.4
124847,10/14/2023 9:00,2023,10,14,9:00,10.9,6.5,74,0,36,13,100.33
124907,10/14/2023 10:00,2023,10,14,10:00,12.4,6.5,67,0,36,14,100.24
124967,10/14/2023 11:00,2023,10,14,11:00,12.7,5.8,62,0,36,12,100.2
125027,10/14/2023 12:00,2023,10,14,12:00,13.4,5.8,60,0,36,12,100.09
125087,10/14/2023 13:00,2023,10,14,13:00,13.7,5.5,58,0,34,13,100
125147,10/14/2023 14:00,2023,10,14,14:00,13.9,5,55,0,1,15,99.94
125207,10/14/2023 15:00,2023,10,14,15:00,13.8,5.1,56,0,36,14,99.91
125267,10/14/2023 16:00,2023,10,14,16:00,12.8,6.2,64,0,35,18,99.92
125327,10/14/2023 17:00,2023,10,14,17:00,12.7,5.1,60,0,35,12,99.9
125387,10/14/2023 18:00,2023,10,14,18:00,10.9,5.6,70,0,32,10,99.87
125447,10/14/2023 19:00,2023,10,14,19:00,9.8,5.3,74,0,35,10,99.84
125507,10/14/2023 20:00,2023,10,14,20:00,10,5.7,74,0,34,12,99.84
125567,10/14/2023 21:00,2023,10,14,21:00,9.5,5.9,78,0,33,14,99.8
125627,10/14/2023 22:00,2023,10,14,22:00,9,5.6,79,0,32,14,99.77
125687,10/14/2023 23:00,2023,10,14,23:00,8.2,4.9,80,0,31,12,99.71
125747,10/15/2023 0:00,2023,10,15,0:00,8.2,5,80,0,31,13,99.64
125807,10/15/2023 1:00,2023,10,15,1:00,7.5,4.7,83,0,30,10,99.63
125867,10/15/2023 2:00,2023,10,15,2:00,6.3,4.4,88,0,30,10,99.57
125927,10/15/2023 3:00,2023,10,15,3:00,6.5,5,90,0,30,10,99.53
125987,10/15/2023 4:00,2023,10,15,4:00,6.6,5.3,92,0,28,9,99.47
126047,10/15/2023 5:00,2023,10,15,5:00,7.1,5.6,91,0,28,10,99.43
126107,10/15/2023 6:00,2023,10,15,6:00,7.6,5.9,89,0,29,13,99.41
126167,10/15/2023 7:00,2023,10,15,7:00,8.1,6.3,89,0,32,11,99.39
126227,10/15/2023 8:00,2023,10,15,8:00,8.6,6.3,85,0,31,14,99.36
126287,10/15/2023 9:00,2023,10,15,9:00,9.6,5.4,75,0,35,19,99.34
126347,10/15/2023 10:00,2023,10,15,10:00,9.7,5.7,77,0,32,16,99.29
126407,10/15/2023 11:00,2023,10,15,11:00,10.4,5.5,71,0,33,16,99.29
126467,10/15/2023 12:00,2023,10,15,12:00,10.5,6.3,75,0,32,13,99.23
126527,10/15/2023 13:00,2023,10,15,13:00,10.4,6.9,79,0,32,14,99.22
126587,10/15/2023 14:00,2023,10,15,14:00,11.1,6.9,75,0,32,12,99.22
126647,10/15/2023 15:00,2023,10,15,15:00,11.6,6.9,73,0,33,12,99.25
126707,10/15/2023 16:00,2023,10,15,16:00,11.3,7.9,79,0.4,33,13,99.26
126767,10/15/2023 17:00,2023,10,15,17:00,11.3,8.3,82,0,32,10,99.3
126827,10/15/2023 18:00,2023,10,15,18:00,11,8.5,84,0.1,33,12,99.36
126887,10/15/2023 19:00,2023,10,15,19:00,11,8.4,84,0,33,13,99.38
126947,10/15/2023 20:00,2023,10,15,20:00,10.9,8.5,85,0,33,14,99.41
127007,10/15/2023 21:00,2023,10,15,21:00,11,8.6,85,0,33,13,99.42
127067,10/15/2023 22:00,2023,10,15,22:00,10.6,8.5,87,0,31,7,99.41
127127,10/15/2023 23:00,2023,10,15,23:00,10.7,8.5,86,0,30,9,99.4
127187,10/16/2023 0:00,2023,10,16,0:00,10.6,8.7,88,0,30,8,99.45
127247,10/16/2023 1:00,2023,10,16,1:00,10.9,9,88,0,31,11,99.47
127307,10/16/2023 2:00,2023,10,16,2:00,11,8.9,87,0,31,9,99.47
127367,10/16/2023 3:00,2023,10,16,3:00,11,8.7,86,0,32,10,99.48
127427,10/16/2023 4:00,2023,10,16,4:00,10.8,8.5,86,0,34,10,99.48
127487,10/16/2023 5:00,2023,10,16,5:00,10.8,8.7,87,0,33,12,99.51
127547,10/16/2023 6:00,2023,10,16,6:00,11.1,9,86,0,34,15,99.56
127607,10/16/2023 7:00,2023,10,16,7:00,11.3,9.2,87,0,35,10,99.61
127667,10/16/2023 8:00,2023,10,16,8:00,11.9,8.7,81,0,34,15,99.64
127727,10/16/2023 9:00,2023,10,16,9:00,11.5,8.1,80,0,35,23,99.69
127787,10/16/2023 10:00,2023,10,16,10:00,12.1,8.1,76,0,34,15,99.75
127847,10/16/2023 11:00,2023,10,16,11:00,12.8,8,73,0,35,18,99.76
127907,10/16/2023 12:00,2023,10,16,12:00,13,7.3,68,0,35,22,99.74
127967,10/16/2023 13:00,2023,10,16,13:00,13.7,7.3,65,0,36,16,99.75
128027,10/16/2023 14:00,2023,10,16,14:00,13.5,7.1,65,0,35,19,99.79
128087,10/16/2023 15:00,2023,10,16,15:00,13.2,6.8,65,0,35,20,99.79
128147,10/16/2023 16:00,2023,10,16,16:00,12.9,6.5,65,0,35,14,99.82
128207,10/16/2023 17:00,2023,10,16,17:00,12,6.2,67,0,36,14,99.88
128267,10/16/2023 18:00,2023,10,16,18:00,10.7,6.1,73,0,34,11,99.97
128327,10/16/2023 19:00,2023,10,16,19:00,10.2,5.8,74,0,35,15,100.01
128387,10/16/2023 20:00,2023,10,16,20:00,9,5.3,77,0,34,4,100.07
128447,10/16/2023 21:00,2023,10,16,21:00,8.3,5.1,81,0,31,8,100.12
128507,10/16/2023 22:00,2023,10,16,22:00,7.4,5.6,88,0,30,6,100.14
128567,10/16/2023 23:00,2023,10,16,23:00,7.1,5.5,89,0,30,5,100.14
128627,10/17/2023 0:00,2023,10,17,0:00,5.1,4.6,97,0,30,2,100.15
128687,10/17/2023 1:00,2023,10,17,1:00,5.1,4.7,97,0,30,4,100.15
128747,10/17/2023 2:00,2023,10,17,2:00,5.7,4.8,94,0,30,3,100.17
128807,10/17/2023 3:00,2023,10,17,3:00,3.6,3,96,0,ERROR,0,100.18
128867,10/17/2023 4:00,2023,10,17,4:00,3.8,3.5,98,0,0,1,100.22
128927,10/17/2023 5:00,2023,10,17,5:00,4.6,4.3,98,0,30,1,100.26
128987,10/17/2023 6:00,2023,10,17,6:00,6.3,6,98,0,30,2,100.31
129047,10/17/2023 7:00,2023,10,17,7:00,7.5,6.9,96,0,31,2,100.39
129107,10/17/2023 8:00,2023,10,17,8:00,8.9,6.4,84,0,35,11,100.46
129167,10/17/2023 9:00,2023,10,17,9:00,9.1,5.9,80,0,34,10,100.49
129227,10/17/2023 10:00,2023,10,17,10:00,9.9,5.6,75,0,35,11,100.52
129287,10/17/2023 11:00,2023,10,17,11:00,11,5.7,70,0,25,3,100.51
129347,10/17/2023 12:00,2023,10,17,12:00,13,5.8,62,0,25,6,100.48
129407,10/17/2023 13:00,2023,10,17,13:00,12.6,5,60,0,32,10,100.47
129467,10/17/2023 14:00,2023,10,17,14:00,13.1,5.4,59,0,1,2,100.46
129527,10/17/2023 15:00,2023,10,17,15:00,14.3,4.7,53,0,26,5,100.48
129587,10/17/2023 16:00,2023,10,17,16:00,13.4,5.2,58,0,18,8,100.49
129647,10/17/2023 17:00,2023,10,17,17:00,11.5,5.4,66,0,19,8,100.53
129707,10/17/2023 18:00,2023,10,17,18:00,9.1,5.3,77,0,18,5,100.59
129767,10/17/2023 19:00,2023,10,17,19:00,8.7,5.2,79,0,19,6,100.62
129827,10/17/2023 20:00,2023,10,17,20:00,7.7,4.9,82,0,19,7,100.68
129887,10/17/2023 21:00,2023,10,17,21:00,7.3,4.7,84,0,20,8,100.72
129947,10/17/2023 22:00,2023,10,17,22:00,7.1,4.7,85,0,22,4,100.74
130007,10/17/2023 23:00,2023,10,17,23:00,5.6,3.3,85,0,22,2,100.76
130067,10/18/2023 0:00,2023,10,18,0:00,5.7,4.3,90,0,22,3,100.78
130127,10/18/2023 1:00,2023,10,18,1:00,4.4,3.6,94,0,22,1,100.8
130187,10/18/2023 2:00,2023,10,18,2:00,3.6,3.1,97,0,ERROR,0,100.82
130247,10/18/2023 3:00,2023,10,18,3:00,4.3,3.9,98,0,ERROR,0,100.83
130307,10/18/2023 4:00,2023,10,18,4:00,5.3,4.8,97,0,22,2,100.86
130367,10/18/2023 5:00,2023,10,18,5:00,5.7,5.1,96,0,ERROR,0,100.89
130427,10/18/2023 6:00,2023,10,18,6:00,5.3,4.7,96,0,ERROR,0,100.93
130487,10/18/2023 7:00,2023,10,18,7:00,5.2,4.7,97,0,ERROR,0,100.98
130547,10/18/2023 8:00,2023,10,18,8:00,7.5,6.4,93,0,22,3,101
130607,10/18/2023 9:00,2023,10,18,9:00,8.4,6.1,86,0,25,5,101.05
130667,10/18/2023 10:00,2023,10,18,10:00,9.7,6.2,79,0,26,3,101.08
130727,10/18/2023 11:00,2023,10,18,11:00,10.6,6.1,74,0,22,4,101.09
130787,10/18/2023 12:00,2023,10,18,12:00,11.6,6.2,69,0,21,3,101.05
130847,10/18/2023 13:00,2023,10,18,13:00,13.1,6.1,62,0,22,3,100.99
130907,10/18/2023 14:00,2023,10,18,14:00,13.8,5.9,59,0,24,6,100.95
130967,10/18/2023 15:00,2023,10,18,15:00,14.1,5.9,58,0,30,2,100.91
131027,10/18/2023 16:00,2023,10,18,16:00,14,6.2,59,0,30,3,100.89
131087,10/18/2023 17:00,2023,10,18,17:00,13.3,7,66,0,19,11,100.88
131147,10/18/2023 18:00,2023,10,18,18:00,12.6,8.6,77,0,20,8,100.89
131207,10/18/2023 19:00,2023,10,18,19:00,12.4,7.2,71,0,21,13,100.9
131267,10/18/2023 20:00,2023,10,18,20:00,11.6,6.4,70,0,21,12,100.92
131327,10/18/2023 21:00,2023,10,18,21:00,11.4,6.5,72,0,21,12,100.94
131387,10/18/2023 22:00,2023,10,18,22:00,10.9,6.8,76,0,26,4,100.91
131447,10/18/2023 23:00,2023,10,18,23:00,10.3,6.9,79,0,26,2,100.89
131507,10/19/2023 0:00,2023,10,19,0:00,10.1,7.2,82,0,21,3,100.89
131567,10/19/2023 1:00,2023,10,19,1:00,10.5,7.3,81,0,21,8,100.87
131627,10/19/2023 2:00,2023,10,19,2:00,10.7,7.2,79,0,23,7,100.87
131687,10/19/2023 3:00,2023,10,19,3:00,10.5,7.4,81,0,22,8,100.83
131747,10/19/2023 4:00,2023,10,19,4:00,10.4,7.7,83,0,20,10,100.8
131807,10/19/2023 5:00,2023,10,19,5:00,10.3,7.5,83,0,20,8,100.79
131867,10/19/2023 6:00,2023,10,19,6:00,10,7.5,84,0,20,10,100.79
131927,10/19/2023 7:00,2023,10,19,7:00,10,7.2,82,0,20,12,100.8
131987,10/19/2023 8:00,2023,10,19,8:00,11.1,6.9,76,0,21,17,100.79
132047,10/19/2023 9:00,2023,10,19,9:00,12,7.3,73,0,20,15,100.76
132107,10/19/2023 10:00,2023,10,19,10:00,13.4,7.1,65,0,20,11,100.73
132167,10/19/2023 11:00,2023,10,19,11:00,14.5,7,60,0,19,14,100.63
132227,10/19/2023 12:00,2023,10,19,12:00,15.7,5.6,51,0,17,15,100.55
132287,10/19/2023 13:00,2023,10,19,13:00,16.6,4.8,45,0,20,16,100.42
132347,10/19/2023 14:00,2023,10,19,14:00,16.3,4.2,45,0,20,18,100.36
132407,10/19/2023 15:00,2023,10,19,15:00,15.8,4,45,0,20,16,100.35
132467,10/19/2023 16:00,2023,10,19,16:00,14.7,5.2,53,0,21,14,100.3
132527,10/19/2023 17:00,2023,10,19,17:00,13.7,5.6,58,0,21,5,100.27
132587,10/19/2023 18:00,2023,10,19,18:00,13.1,6.1,63,0,19,2,100.25
132647,10/19/2023 19:00,2023,10,19,19:00,13.2,6,62,0,13,8,100.2
132707,10/19/2023 20:00,2023,10,19,20:00,12.5,5.9,64,0,13,10,100.12
132767,10/19/2023 21:00,2023,10,19,21:00,12.6,5.9,64,0,15,6,100.08
132827,10/19/2023 22:00,2023,10,19,22:00,12.6,6.1,64,0,13,7,100
132887,10/19/2023 23:00,2023,10,19,23:00,12,6.4,69,0,13,7,99.93
132947,10/20/2023 0:00,2023,10,20,0:00,11.6,7,73,0,13,6,99.88
133007,10/20/2023 1:00,2023,10,20,1:00,11.5,7.7,77,0,10,6,99.8
133067,10/20/2023 2:00,2023,10,20,2:00,10.8,7.8,81,0,7,6,99.75
133127,10/20/2023 3:00,2023,10,20,3:00,10.4,7.8,84,0,7,8,99.69
133187,10/20/2023 4:00,2023,10,20,4:00,10.3,8,85,0,7,7,99.64
133247,10/20/2023 5:00,2023,10,20,5:00,10.5,8.3,86,0,7,8,99.6
133307,10/20/2023 6:00,2023,10,20,6:00,10.2,8.5,89,0,8,6,99.56
133367,10/20/2023 7:00,2023,10,20,7:00,11.1,8.8,86,0,11,8,99.53
133427,10/20/2023 8:00,2023,10,20,8:00,11.7,9.6,87,0,8,7,99.52
133487,10/20/2023 9:00,2023,10,20,9:00,14.4,9.6,73,0,17,16,99.45
133547,10/20/2023 10:00,2023,10,20,10:00,15.2,10,71,0,17,13,99.4
133607,10/20/2023 11:00,2023,10,20,11:00,17.8,9.9,60,0,17,18,99.33
133667,10/20/2023 12:00,2023,10,20,12:00,18.1,9.6,58,0,18,20,99.24
133727,10/20/2023 13:00,2023,10,20,13:00,17.9,9.8,59,0,17,17,99.16
133787,10/20/2023 14:00,2023,10,20,14:00,17.9,9.8,59,0,18,10,99.1
133847,10/20/2023 15:00,2023,10,20,15:00,17.8,9.9,60,0,17,7,99.08
133907,10/20/2023 16:00,2023,10,20,16:00,17.2,9.9,62,0,18,6,99.03
133967,10/20/2023 17:00,2023,10,20,17:00,16.1,10.5,70,0,25,9,99.02
134027,10/20/2023 18:00,2023,10,20,18:00,14.8,11.4,80,0,29,9,99.02
134087,10/20/2023 19:00,2023,10,20,19:00,14.1,11.8,86,0,25,4,99.01
134147,10/20/2023 20:00,2023,10,20,20:00,13.2,12.1,93,0.6,29,2,98.96
134207,10/20/2023 21:00,2023,10,20,21:00,12.9,11.9,94,0.8,21,3,98.97
134267,10/20/2023 22:00,2023,10,20,22:00,12.6,12.1,96,1,0,1,98.93
134327,10/20/2023 23:00,2023,10,20,23:00,12.3,11.8,97,1.5,21,1,98.85
134387,10/21/2023 0:00,2023,10,21,0:00,12.3,11.9,97,1,21,2,98.8
134447,10/21/2023 1:00,2023,10,21,1:00,12.3,11.8,97,0.9,0,1,98.75
134507,10/21/2023 2:00,2023,10,21,2:00,12,11.6,98,0,17,1,98.64
134567,10/21/2023 3:00,2023,10,21,3:00,12.1,11.7,98,0,12,6,98.6
134627,10/21/2023 4:00,2023,10,21,4:00,12.2,11.8,97,0,10,3,98.55
134687,10/21/2023 5:00,2023,10,21,5:00,12.1,11.7,97,0.2,10,1,98.53
134747,10/21/2023 6:00,2023,10,21,6:00,12.2,11.9,98,0.7,10,3,98.5
134807,10/21/2023 7:00,2023,10,21,7:00,12.2,11.9,98,1.6,ERROR,0,98.47
134867,10/21/2023 8:00,2023,10,21,8:00,12.4,12.1,98,0.5,ERROR,0,98.44
134927,10/21/2023 9:00,2023,10,21,9:00,12.5,12.1,98,0.6,ERROR,0,98.38
134987,10/21/2023 10:00,2023,10,21,10:00,12.7,12.2,97,0.9,35,4,98.34
135047,10/21/2023 11:00,2023,10,21,11:00,12.9,12.2,95,0.9,30,9,98.29
135107,10/21/2023 12:00,2023,10,21,12:00,13,12.3,96,1.3,30,8,98.23
135167,10/21/2023 13:00,2023,10,21,13:00,12.4,11.2,92,0.2,28,16,98.2
135227,10/21/2023 14:00,2023,10,21,14:00,11.4,10.3,93,0.3,28,18,98.19
135287,10/21/2023 15:00,2023,10,21,15:00,10.5,9.7,95,0,28,17,98.23
135347,10/21/2023 16:00,2023,10,21,16:00,10.2,9,92,0,28,20,98.27
135407,10/21/2023 17:00,2023,10,21,17:00,9.9,8,88,0,30,21,98.34
135467,10/21/2023 18:00,2023,10,21,18:00,9.2,7.2,88,0,30,18,98.41
135527,10/21/2023 19:00,2023,10,21,19:00,8.5,6.2,85,0,30,19,98.45
135587,10/21/2023 20:00,2023,10,21,20:00,8.1,5.5,84,0,30,19,98.48
135647,10/21/2023 21:00,2023,10,21,21:00,8,5.4,84,0,30,18,98.52
135707,10/21/2023 22:00,2023,10,21,22:00,7.9,5,82,0,31,20,98.55
135767,10/21/2023 23:00,2023,10,21,23:00,7.7,4.2,79,0,31,21,98.58
135827,10/22/2023 0:00,2023,10,22,0:00,7.1,4.1,81,0,32,23,98.6
135887,10/22/2023 1:00,2023,10,22,1:00,6.7,3.3,79,0,31,19,98.63
135947,10/22/2023 2:00,2023,10,22,2:00,6.3,3.3,81,0,30,18,98.7
136007,10/22/2023 3:00,2023,10,22,3:00,5.7,3.1,83,0,31,20,98.74
136067,10/22/2023 4:00,2023,10,22,4:00,4.9,3.1,88,0.3,30,18,98.81
136127,10/22/2023 5:00,2023,10,22,5:00,4.7,3.1,89,0.4,29,19,98.89
136187,10/22/2023 6:00,2023,10,22,6:00,4.6,2.9,89,0.1,30,18,98.94
136247,10/22/2023 7:00,2023,10,22,7:00,4.6,2.6,87,0,30,18,99.03
136307,10/22/2023 8:00,2023,10,22,8:00,4.6,2.8,88,0.1,30,18,99.11
136367,10/22/2023 9:00,2023,10,22,9:00,4.6,3,89,0.7,30,18,99.16
136427,10/22/2023 10:00,2023,10,22,10:00,4.7,3.1,89,0.9,30,19,99.22
136487,10/22/2023 11:00,2023,10,22,11:00,5.1,3.1,87,0.9,30,18,99.3
136547,10/22/2023 12:00,2023,10,22,12:00,5.1,3.1,87,0.5,31,21,99.34
136607,10/22/2023 13:00,2023,10,22,13:00,4.7,3.1,89,1.2,30,22,99.39
136667,10/22/2023 14:00,2023,10,22,14:00,5,3.7,91,0.6,30,18,99.46
136727,10/22/2023 15:00,2023,10,22,15:00,5.1,3.6,90,1.1,31,20,99.57
136787,10/22/2023 16:00,2023,10,22,16:00,5.3,3.8,90,1.4,32,19,99.71
136847,10/22/2023 17:00,2023,10,22,17:00,5.3,3.6,89,0.6,32,21,99.85
136907,10/22/2023 18:00,2023,10,22,18:00,5.2,3.4,88,0.1,32,20,100
136967,10/22/2023 19:00,2023,10,22,19:00,5.1,3.1,87,0.1,32,22,100.13
137027,10/22/2023 20:00,2023,10,22,20:00,4.9,3.2,89,0,32,18,100.24
137087,10/22/2023 21:00,2023,10,22,21:00,5.1,3,86,0.1,32,21,100.33
137147,10/22/2023 22:00,2023,10,22,22:00,5.3,2.8,84,0,33,20,100.41
137207,10/22/2023 23:00,2023,10,22,23:00,5.5,2.5,81,0,33,20,100.47
137267,10/23/2023 0:00,2023,10,23,0:00,5.6,2.4,80,0,33,17,100.53
137327,10/23/2023 1:00,2023,10,23,1:00,5.4,2.4,81,0,32,14,100.6
137387,10/23/2023 2:00,2023,10,23,2:00,4.9,1.9,81,0,31,14,100.66
137447,10/23/2023 3:00,2023,10,23,3:00,3.3,1.8,90,0,29,8,100.73
137507,10/23/2023 4:00,2023,10,23,4:00,2.6,1.5,92,0,29,7,100.81
137567,10/23/2023 5:00,2023,10,23,5:00,2.2,1.5,95,0,28,7,100.91
137627,10/23/2023 6:00,2023,10,23,6:00,1.9,0.9,93,0,29,7,100.99
137687,10/23/2023 7:00,2023,10,23,7:00,2.3,1.2,92,0,28,9,101.12
137747,10/23/2023 8:00,2023,10,23,8:00,3.5,1.4,86,0,28,10,101.22
137807,10/23/2023 9:00,2023,10,23,9:00,4.7,1.7,81,0,29,9,101.27
137867,10/23/2023 10:00,2023,10,23,10:00,5.9,1.8,75,0,28,13,101.3
137927,10/23/2023 11:00,2023,10,23,11:00,7.3,2.2,70,0,28,12,101.31
137987,10/23/2023 12:00,2023,10,23,12:00,8.7,3,67,0,25,15,101.31
138047,10/23/2023 13:00,2023,10,23,13:00,10,3.6,64,0,26,12,101.29
138107,10/23/2023 14:00,2023,10,23,14:00,9.8,2.4,60,0,25,17,101.31
138167,10/23/2023 15:00,2023,10,23,15:00,10,2.3,59,0,26,10,101.31
138227,10/23/2023 16:00,2023,10,23,16:00,9.6,1.3,56,0,25,12,101.34
138287,10/23/2023 17:00,2023,10,23,17:00,8.1,0.6,59,0,27,4,101.35
138347,10/23/2023 18:00,2023,10,23,18:00,5.1,1.4,77,0,ERROR,0,101.4
138407,10/23/2023 19:00,2023,10,23,19:00,3.5,1.5,87,0,ERROR,0,101.39
138467,10/23/2023 20:00,2023,10,23,20:00,2.8,1.6,91,0,ERROR,0,101.39
138527,10/23/2023 21:00,2023,10,23,21:00,3.3,1.8,90,0,21,2,101.41
138587,10/23/2023 22:00,2023,10,23,22:00,3.6,2.1,90,0,21,4,101.43
138647,10/23/2023 23:00,2023,10,23,23:00,2.6,1,89,0,0,1,101.43
138707,10/24/2023 0:00,2023,10,24,0:00,4.3,2.6,89,0,ERROR,0,101.45
138767,10/24/2023 1:00,2023,10,24,1:00,4.7,3,88,0,20,2,101.45
138827,10/24/2023 2:00,2023,10,24,2:00,5,3.7,91,0,ERROR,0,101.47
138887,10/24/2023 3:00,2023,10,24,3:00,5.2,3.9,91,0,ERROR,0,101.49
138947,10/24/2023 4:00,2023,10,24,4:00,5.4,4.3,93,0,0,1,101.47
139007,10/24/2023 5:00,2023,10,24,5:00,5.6,4.3,92,0,14,2,101.52
139067,10/24/2023 6:00,2023,10,24,6:00,5.9,4.8,93,0,15,3,101.48
139127,10/24/2023 7:00,2023,10,24,7:00,6,5.1,94,0,14,4,101.44
139187,10/24/2023 8:00,2023,10,24,8:00,6.8,5.4,90,0,13,3,101.46
139247,10/24/2023 9:00,2023,10,24,9:00,7.6,5.5,86,0,11,7,101.42
139307,10/24/2023 10:00,2023,10,24,10:00,8.5,6,84,0,10,3,101.42
139367,10/24/2023 11:00,2023,10,24,11:00,9.5,4.9,73,0,11,4,101.39
139427,10/24/2023 12:00,2023,10,24,12:00,10.7,5,68,0,17,5,101.31
