Index,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Dir (10s deg),Wind Spd (km/h),Stn Press (kPa)
139487,10/24/2023 13:00,2023,10,24,13:00,11.2,5.6,68,0,19,8,101.27
139547,10/24/2023 14:00,2023,10,24,14:00,11.5,5.9,68,0,14,7,101.24
139607,10/24/2023 15:00,2023,10,24,15:00,11.8,5.7,66,0,14,9,101.18
139667,10/24/2023 16:00,2023,10,24,16:00,11.9,6.6,70,0,12,9,101.12
139727,10/24/2023 17:00,2023,10,24,17:00,11.5,6.2,70,0,12,10,100.99
139787,10/24/2023 18:00,2023,10,24,18:00,11.1,6.4,73,0,6,8,101.07
139847,10/24/2023 19:00,2023,10,24,19:00,10.6,6.8,77,0.4,12,5,101.06
139907,10/24/2023 20:00,2023,10,24,20:00,9.9,7.5,85,0.3,5,11,101.06
139967,10/24/2023 21:00,2023,10,24,21:00,9.6,7.9,89,0.9,8,6,101.06
140027,10/24/2023 22:00,2023,10,24,22:00,9.4,7.8,90,0,7,9,100.99
140087,10/24/2023 23:00,2023,10,24,23:00,9.1,7.7,91,0,10,7,100.96
140147,10/25/2023 0:00,2023,10,25,0:00,8.1,7.2,94,0,9,3,100.91
140207,10/25/2023 1:00,2023,10,25,1:00,8.9,7.9,94,0,6,6,100.93
140267,10/25/2023 2:00,2023,10,25,2:00,9.1,8,93,0.1,6,6,100.91
140327,10/25/2023 3:00,2023,10,25,3:00,9,8.1,94,0.4,5,6,100.82
140387,10/25/2023 4:00,2023,10,25,4:00,9.1,8.2,94,0,7,4,100.81
140447,10/25/2023 5:00,2023,10,25,5:00,9.3,8.5,95,0.9,7,3,100.77
140507,10/25/2023 6:00,2023,10,25,6:00,9.4,8.9,96,0.4,ERROR,0,100.79
140567,10/25/2023 7:00,2023,10,25,7:00,8.9,8.5,97,0.4,17,2,100.81
140627,10/25/2023 8:00,2023,10,25,8:00,10.7,10.2,97,0,17,2,100.85
140687,10/25/2023 9:00,2023,10,25,9:00,13.4,11.2,86,0,22,10,100.86
140747,10/25/2023 10:00,2023,10,25,10:00,14.8,11.8,82,0,24,12,100.9
140807,10/25/2023 11:00,2023,10,25,11:00,15.3,12.6,84,0.4,23,6,100.91
140867,10/25/2023 12:00,2023,10,25,12:00,15.4,13.5,88,0.4,22,3,100.78
140927,10/25/2023 13:00,2023,10,25,13:00,16.3,13.7,84,0,19,9,100.7
140987,10/25/2023 14:00,2023,10,25,14:00,17.7,13.8,78,0,21,12,100.77
141047,10/25/2023 15:00,2023,10,25,15:00,17.9,13.8,77,0,20,18,100.77
141107,10/25/2023 16:00,2023,10,25,16:00,17.8,13.7,77,0,21,16,100.78
141167,10/25/2023 17:00,2023,10,25,17:00,17.3,13.6,79,0,20,13,100.79
141227,10/25/2023 18:00,2023,10,25,18:00,17,13.6,80,0,22,9,100.9
141287,10/25/2023 19:00,2023,10,25,19:00,17,13.4,80,0,21,12,100.89
141347,10/25/2023 20:00,2023,10,25,20:00,17.3,12.9,75,0,22,16,100.9
141407,10/25/2023 21:00,2023,10,25,21:00,17.1,12.5,74,0,22,9,100.93
141467,10/25/2023 22:00,2023,10,25,22:00,17.1,12.4,74,0,25,2,100.94
141527,10/25/2023 23:00,2023,10,25,23:00,17,12.4,74,0,25,4,100.96
141587,10/26/2023 0:00,2023,10,26,0:00,16.8,12.5,76,0,24,11,100.98
141647,10/26/2023 1:00,2023,10,26,1:00,16.6,12.3,76,0,23,9,101
141707,10/26/2023 2:00,2023,10,26,2:00,17,12.1,73,0,24,12,100.99
141767,10/26/2023 3:00,2023,10,26,3:00,16.3,12.4,78,0,22,9,101
141827,10/26/2023 4:00,2023,10,26,4:00,15.8,13,83,0,22,1,101
141887,10/26/2023 5:00,2023,10,26,5:00,15.2,13.2,87,0,21,4,101.02
141947,10/26/2023 6:00,2023,10,26,6:00,15.5,13.2,86,0,21,11,101.04
142007,10/26/2023 7:00,2023,10,26,7:00,15.6,13.5,87,0,22,9,101.09
142067,10/26/2023 8:00,2023,10,26,8:00,15.9,13.5,86,0,23,6,101.14
142127,10/26/2023 9:00,2023,10,26,9:00,16.2,13.6,85,0,21,10,101.12
142187,10/26/2023 10:00,2023,10,26,10:00,16.6,13.6,82,0,24,8,101.11
142247,10/26/2023 11:00,2023,10,26,11:00,16.8,13.8,82,0,23,7,101.13
142307,10/26/2023 12:00,2023,10,26,12:00,16.9,14,83,0,22,10,101.07
142367,10/26/2023 13:00,2023,10,26,13:00,16.9,14,83,0,21,7,101.02
142427,10/26/2023 14:00,2023,10,26,14:00,16.9,13.8,82,0,19,10,100.98
142487,10/26/2023 15:00,2023,10,26,15:00,16.9,13.9,83,0,17,8,100.89
142547,10/26/2023 16:00,2023,10,26,16:00,16.3,14.1,86,0,15,9,100.91
142607,10/26/2023 17:00,2023,10,26,17:00,15.7,14.3,91,0.1,18,11,100.88
142667,10/26/2023 18:00,2023,10,26,18:00,15.1,14.5,96,4,17,7,100.88
142727,10/26/2023 19:00,2023,10,26,19:00,15.2,14.5,96,1.4,20,12,100.87
142787,10/26/2023 20:00,2023,10,26,20:00,15.3,14.7,96,2.1,20,10,100.83
142847,10/26/2023 21:00,2023,10,26,21:00,15.4,14.8,96,0,19,12,100.79
142907,10/26/2023 22:00,2023,10,26,22:00,15.5,14.8,96,0,21,14,100.74
142967,10/26/2023 23:00,2023,10,26,23:00,15.3,14.7,96,0,21,16,100.69
143027,10/27/2023 0:00,2023,10,27,0:00,15.4,14.7,95,0,19,15,100.64
143087,10/27/2023 1:00,2023,10,27,1:00,15.5,14.5,94,0,20,11,100.62
143147,10/27/2023 2:00,2023,10,27,2:00,15.7,14.2,91,0,21,12,100.58
143207,10/27/2023 3:00,2023,10,27,3:00,15.9,13.9,88,0,23,10,100.52
143267,10/27/2023 4:00,2023,10,27,4:00,15.7,13.8,89,0,23,7,100.49
143327,10/27/2023 5:00,2023,10,27,5:00,15.2,13.7,91,0,21,2,100.48
143387,10/27/2023 6:00,2023,10,27,6:00,14.9,13.6,92,0,21,6,100.44
143447,10/27/2023 7:00,2023,10,27,7:00,15.2,13.8,92,0.1,22,8,100.46
143507,10/27/2023 8:00,2023,10,27,8:00,15.6,14.2,91,0.5,23,13,100.48
143567,10/27/2023 9:00,2023,10,27,9:00,17,14.7,86,0,22,14,100.45
143627,10/27/2023 10:00,2023,10,27,10:00,17.7,15.2,86,0,23,15,100.41
143687,10/27/2023 11:00,2023,10,27,11:00,17.6,15.4,87,0,23,14,100.39
143747,10/27/2023 12:00,2023,10,27,12:00,17.3,15.9,91,0.7,22,12,100.34
143807,10/27/2023 13:00,2023,10,27,13:00,18,16.6,92,0.3,21,11,100.27
143867,10/27/2023 14:00,2023,10,27,14:00,19.1,16.7,86,0,23,10,100.2
143927,10/27/2023 15:00,2023,10,27,15:00,20.1,16.5,80,0,23,8,100.19
143987,10/27/2023 16:00,2023,10,27,16:00,19.8,16,79,0,21,14,100.15
144047,10/27/2023 17:00,2023,10,27,17:00,19.5,16,80,0,24,7,100.17
144107,10/27/2023 18:00,2023,10,27,18:00,19.4,15.7,79,0,24,12,100.21
144167,10/27/2023 19:00,2023,10,27,19:00,18.8,15.5,81,0,22,12,100.2
144227,10/27/2023 20:00,2023,10,27,20:00,18.7,15.7,82,0,22,17,100.19
144287,10/27/2023 21:00,2023,10,27,21:00,18.3,15.7,84,0,21,13,100.17
144347,10/27/2023 22:00,2023,10,27,22:00,17.4,15.3,88,0,21,10,100.13
144407,10/27/2023 23:00,2023,10,27,23:00,17,15.1,89,0,21,11,100.05
144467,10/28/2023 0:00,2023,10,28,0:00,16.4,14.9,91,0,20,7,99.99
144527,10/28/2023 1:00,2023,10,28,1:00,16.8,15.2,90,0,19,7,99.88
144587,10/28/2023 2:00,2023,10,28,2:00,18.4,15.6,83,0,23,22,99.86
144647,10/28/2023 3:00,2023,10,28,3:00,18,15.2,84,0,24,14,99.86
144707,10/28/2023 4:00,2023,10,28,4:00,18.2,15.4,84,0,22,20,99.84
144767,10/28/2023 5:00,2023,10,28,5:00,18.4,15.4,83,0,22,32,99.88
144827,10/28/2023 6:00,2023,10,28,6:00,18.5,15.6,83,0,23,25,99.94
144887,10/28/2023 7:00,2023,10,28,7:00,15.7,11.5,76,0,29,32,100.11
144947,10/28/2023 8:00,2023,10,28,8:00,14.5,8.9,69,0,30,23,100.29
145007,10/28/2023 9:00,2023,10,28,9:00,13.8,8.5,71,0,29,24,100.39
145067,10/28/2023 10:00,2023,10,28,10:00,13.7,8.1,69,0,30,24,100.49
145127,10/28/2023 11:00,2023,10,28,11:00,12.4,5.8,64,0,34,24,100.64
145187,10/28/2023 12:00,2023,10,28,12:00,12.2,5.3,63,0,30,20,100.71
145247,10/28/2023 13:00,2023,10,28,13:00,12,4.4,60,0,29,21,100.77
145307,10/28/2023 14:00,2023,10,28,14:00,11.7,3.7,58,0,29,24,100.88
145367,10/28/2023 15:00,2023,10,28,15:00,12,3.5,56,0,32,21,100.9
145427,10/28/2023 16:00,2023,10,28,16:00,11.3,2.6,55,0,29,20,100.98
145487,10/28/2023 17:00,2023,10,28,17:00,9.7,2,59,0,31,19,101.08
145547,10/28/2023 18:00,2023,10,28,18:00,8.6,1.7,62,0,31,16,101.15
145607,10/28/2023 19:00,2023,10,28,19:00,7.5,2.5,71,0,34,12,101.2
145667,10/28/2023 20:00,2023,10,28,20:00,6.6,2.2,73,0,33,13,101.33
145727,10/28/2023 21:00,2023,10,28,21:00,6.3,0.6,67,0,35,19,101.31
145787,10/28/2023 22:00,2023,10,28,22:00,5.8,-2.2,56,0,35,18,101.37
145847,10/28/2023 23:00,2023,10,28,23:00,5.2,-2,60,0,34,13,101.44
145907,10/29/2023 0:00,2023,10,29,0:00,4.8,-1.3,65,0,33,15,101.43
145967,10/29/2023 1:00,2023,10,29,1:00,4.3,-2.4,62,0,35,19,101.48
146027,10/29/2023 2:00,2023,10,29,2:00,3.9,-2.4,63,0,34,12,101.47
146087,10/29/2023 3:00,2023,10,29,3:00,3.8,-2.3,64,0,35,7,101.5
146147,10/29/2023 4:00,2023,10,29,4:00,3.7,-2.7,63,0,36,13,101.5
146207,10/29/2023 5:00,2023,10,29,5:00,3.6,-3.4,60,0,35,8,101.57
146267,10/29/2023 6:00,2023,10,29,6:00,3.3,-2.7,64,0,36,9,101.55
146327,10/29/2023 7:00,2023,10,29,7:00,3,-3.4,63,0,3,10,101.57
146387,10/29/2023 8:00,2023,10,29,8:00,2.8,-3.7,62,0,5,12,101.57
146447,10/29/2023 9:00,2023,10,29,9:00,2.9,-3.4,63,0,7,12,101.56
146507,10/29/2023 10:00,2023,10,29,10:00,3.3,-2.5,66,0,11,12,101.49
146567,10/29/2023 11:00,2023,10,29,11:00,3.6,-2.5,64,0,7,6,101.46
146627,10/29/2023 12:00,2023,10,29,12:00,4,-2.8,61,0,9,8,101.42
146687,10/29/2023 13:00,2023,10,29,13:00,4.2,-2.8,60,0,6,7,101.35
146747,10/29/2023 14:00,2023,10,29,14:00,4.7,-2.1,62,0,35,2,101.31
146807,10/29/2023 15:00,2023,10,29,15:00,4.8,-2,61,0,2,9,101.27
146867,10/29/2023 16:00,2023,10,29,16:00,4.6,-1.8,63,0,6,7,101.2
146927,10/29/2023 17:00,2023,10,29,17:00,4.2,-2.1,64,0,8,8,101.17
146987,10/29/2023 18:00,2023,10,29,18:00,4.4,-2.2,62,0,10,6,101.16
147047,10/29/2023 19:00,2023,10,29,19:00,4.4,-1.5,66,0,12,6,101.17
147107,10/29/2023 20:00,2023,10,29,20:00,4.3,-1.1,68,0,10,7,101.04
147167,10/29/2023 21:00,2023,10,29,21:00,4.3,-1,69,0,8,12,100.94
147227,10/29/2023 22:00,2023,10,29,22:00,4.4,-0.7,70,0,8,10,100.96
147287,10/29/2023 23:00,2023,10,29,23:00,4.3,-0.4,72,0,7,11,100.86
147347,10/30/2023 0:00,2023,10,30,0:00,4.4,-0.2,72,0,4,11,100.81
147407,10/30/2023 1:00,2023,10,30,1:00,3.6,0.4,79,0.1,3,15,100.76
147467,10/30/2023 2:00,2023,10,30,2:00,1,0.2,94,2.4,6,11,100.63
147527,10/30/2023 3:00,2023,10,30,3:00,0.6,0.1,96,0.9,7,11,100.49
147587,10/30/2023 4:00,2023,10,30,4:00,0.5,0,96,0.5,5,9,100.46
147647,10/30/2023 5:00,2023,10,30,5:00,0.3,-0.1,97,0.8,4,7,100.41
147707,10/30/2023 6:00,2023,10,30,6:00,0.3,-0.1,97,0.7,3,8,100.32
147767,10/30/2023 7:00,2023,10,30,7:00,0.5,-0.1,96,0.3,4,6,100.3
147827,10/30/2023 8:00,2023,10,30,8:00,0.7,-0.2,94,0.3,6,6,100.3
147887,10/30/2023 9:00,2023,10,30,9:00,1,-0.1,93,0.7,5,9,100.22
147947,10/30/2023 10:00,2023,10,30,10:00,1.8,0.2,90,0.8,2,3,100.22
148007,10/30/2023 11:00,2023,10,30,11:00,2,0.7,91,0,30,5,100.21
148067,10/30/2023 12:00,2023,10,30,12:00,2.6,0.8,88,0,29,9,100.15
148127,10/30/2023 13:00,2023,10,30,13:00,3.8,1.8,87,0,27,12,100.1
148187,10/30/2023 14:00,2023,10,30,14:00,4.1,1.7,84,0,30,12,100.08
148247,10/30/2023 15:00,2023,10,30,15:00,4.1,1.6,84,0,31,14,100.12
148307,10/30/2023 16:00,2023,10,30,16:00,4.3,1.7,83,0,30,14,100.19
148367,10/30/2023 17:00,2023,10,30,17:00,4,-0.3,74,0,30,14,100.3
148427,10/30/2023 18:00,2023,10,30,18:00,2.7,-1.6,73,0,30,11,100.39
148487,10/30/2023 19:00,2023,10,30,19:00,1.8,-2.1,76,0,31,9,100.47
148547,10/30/2023 20:00,2023,10,30,20:00,1.5,-1.7,79,0,31,8,100.55
148607,10/30/2023 21:00,2023,10,30,21:00,2.2,-0.4,83,0,29,7,100.59
148667,10/30/2023 22:00,2023,10,30,22:00,1.8,-2.2,75,0,30,9,100.68
148727,10/30/2023 23:00,2023,10,30,23:00,0.9,-1.5,84,0,28,9,100.73
148787,10/31/2023 0:00,2023,10,31,0:00,0.4,-2.9,78,0,29,11,100.77
148847,10/31/2023 1:00,2023,10,31,1:00,-0.3,-3.5,79,0,30,11,100.82
148907,10/31/2023 2:00,2023,10,31,2:00,-0.6,-4,78,0,30,7,100.87
148967,10/31/2023 3:00,2023,10,31,3:00,-1.2,-4.6,78,0,31,12,100.91
149027,10/31/2023 4:00,2023,10,31,4:00,-1.7,-5.1,78,0,30,10,100.96
149087,10/31/2023 5:00,2023,10,31,5:00,-1.7,-5.5,75,0,30,9,101.02
149147,10/31/2023 6:00,2023,10,31,6:00,-2.4,-5.7,78,0,31,6,101.08
149207,10/31/2023 7:00,2023,10,31,7:00,-2.6,-5.7,79,0,30,6,101.14
149267,10/31/2023 8:00,2023,10,31,8:00,-1.3,-5.5,73,0,32,9,101.19
149327,10/31/2023 9:00,2023,10,31,9:00,-0.3,-5.6,68,0,34,7,101.2
149387,10/31/2023 10:00,2023,10,31,10:00,1.2,-9.2,46,0,2,5,101.2
149447,10/31/2023 11:00,2023,10,31,11:00,2.4,-10.1,39,0,24,2,101.2
149507,10/31/2023 12:00,2023,10,31,12:00,2.9,-9.1,41,0,22,4,101.13
149567,10/31/2023 13:00,2023,10,31,13:00,2.6,-12.3,32,0,12,4,101.06
149627,10/31/2023 14:00,2023,10,31,14:00,3,-9.9,38,0,8,4,100.97
149687,10/31/2023 15:00,2023,10,31,15:00,3,-11.1,35,0,23,4,100.96
149747,10/31/2023 16:00,2023,10,31,16:00,2.6,-11.4,35,0,16,7,100.93
149807,10/31/2023 17:00,2023,10,31,17:00,2,-10,41,0,17,5,100.9
149867,10/31/2023 18:00,2023,10,31,18:00,2.1,-9.9,41,0,13,4,100.9
149927,10/31/2023 19:00,2023,10,31,19:00,1.4,-6.1,57,0,8,7,100.89
149987,10/31/2023 20:00,2023,10,31,20:00,1.7,-8.2,48,0,7,11,100.84
150047,10/31/2023 21:00,2023,10,31,21:00,1.6,-7.9,49,0,7,8,100.84
150107,10/31/2023 22:00,2023,10,31,22:00,1.7,-7.3,51,0,8,12,100.84
150167,10/31/2023 23:00,2023,10,31,23:00,1.4,-6.8,54,0,9,11,100.85
150227,11/1/2023 0:00,2023,11,1,0:00,0.8,-6.4,58,0,10,13,100.81
150287,11/1/2023 1:00,2023,11,1,1:00,-0.5,-5.1,71,0,10,21,100.76
150347,11/1/2023 2:00,2023,11,1,2:00,-0.8,-4.5,76,0,9,16,100.77
150407,11/1/2023 3:00,2023,11,1,3:00,-0.6,-5.5,69,0,7,15,100.76
150467,11/1/2023 4:00,2023,11,1,4:00,-0.8,-5.3,72,0,6,13,100.8
150527,11/1/2023 5:00,2023,11,1,5:00,-1.1,-3.5,84,0,4,18,100.83
150587,11/1/2023 6:00,2023,11,1,6:00,-1.3,-3.5,85,0,4,14,100.89
150647,11/1/2023 7:00,2023,11,1,7:00,-1.4,-4.4,80,0,5,19,100.94
150707,11/1/2023 8:00,2023,11,1,8:00,-1.2,-5,75,0,6,19,101.04
150767,11/1/2023 9:00,2023,11,1,9:00,-0.4,-5.2,70,0,4,14,101.07
150827,11/1/2023 10:00,2023,11,1,10:00,0,-5.8,65,0,4,13,101.12
150887,11/1/2023 11:00,2023,11,1,11:00,0.5,-5.1,66,0,4,10,101.13
150947,11/1/2023 12:00,2023,11,1,12:00,0.7,-5.7,62,0,35,10,101.12
151007,11/1/2023 13:00,2023,11,1,13:00,1,-5.5,62,0,33,8,101.13
151067,11/1/2023 14:00,2023,11,1,14:00,1.3,-6.4,56,0,36,7,101.17
151127,11/1/2023 15:00,2023,11,1,15:00,1.5,-6.8,54,0,32,11,101.2
151187,11/1/2023 16:00,2023,11,1,16:00,1.6,-6.7,54,0,28,9,101.24
151247,11/1/2023 17:00,2023,11,1,17:00,1.4,-5.7,59,0,29,11,101.26
151307,11/1/2023 18:00,2023,11,1,18:00,1.4,-5.5,60,0,29,10,101.32
151367,11/1/2023 19:00,2023,11,1,19:00,1.2,-5,63,0,30,6,101.38
151427,11/1/2023 20:00,2023,11,1,20:00,1.2,-5,63,0,29,10,101.42
151487,11/1/2023 21:00,2023,11,1,21:00,0.6,-4.6,68,0,24,8,101.43
151547,11/1/2023 22:00,2023,11,1,22:00,0.2,-5,68,0,22,7,101.45
151607,11/1/2023 23:00,2023,11,1,23:00,0.1,-5.8,64,0,24,10,101.47
151667,11/2/2023 0:00,2023,11,2,0:00,-0.5,-6.1,66,0,24,10,101.51
151727,11/2/2023 1:00,2023,11,2,1:00,-1.1,-5.7,71,0,24,9,101.54
151787,11/2/2023 2:00,2023,11,2,2:00,-2.6,-6,77,0,16,8,101.54
151847,11/2/2023 3:00,2023,11,2,3:00,-1.1,-5.3,73,0,24,11,101.56
151907,11/2/2023 4:00,2023,11,2,4:00,-1.1,-5.1,74,0,24,13,101.57
151967,11/2/2023 5:00,2023,11,2,5:00,-1.1,-4.8,76,0,22,9,101.62
152027,11/2/2023 6:00,2023,11,2,6:00,-0.8,-4.5,76,0,19,7,101.6
152087,11/2/2023 7:00,2023,11,2,7:00,-0.2,-4.3,74,0,21,10,101.61
152147,11/2/2023 8:00,2023,11,2,8:00,0.4,-4,72,0,21,11,101.64
152207,11/2/2023 9:00,2023,11,2,9:00,1.3,-3.6,70,0,19,6,101.65
152267,11/2/2023 10:00,2023,11,2,10:00,3.4,-3,63,0,20,8,101.64
152327,11/2/2023 11:00,2023,11,2,11:00,5,-3.2,55,0,24,11,101.63
152387,11/2/2023 12:00,2023,11,2,12:00,6.2,-2.5,54,0,25,9,101.57
152447,11/2/2023 13:00,2023,11,2,13:00,7.4,-4.8,42,0,23,15,101.5
152507,11/2/2023 14:00,2023,11,2,14:00,7.5,-4.4,43,0,25,18,101.49
152567,11/2/2023 15:00,2023,11,2,15:00,7.5,-4.1,43,0,22,19,101.49
152627,11/2/2023 16:00,2023,11,2,16:00,7.1,-3.9,45,0,24,15,101.49
152687,11/2/2023 17:00,2023,11,2,17:00,6.8,-3.9,47,0,24,8,101.49
152747,11/2/2023 18:00,2023,11,2,18:00,5.9,-2.9,53,0,20,7,101.54
152807,11/2/2023 19:00,2023,11,2,19:00,6.4,0,64,0,21,20,101.58
152867,11/2/2023 20:00,2023,11,2,20:00,5.9,0.7,69,0,22,15,101.6
152927,11/2/2023 21:00,2023,11,2,21:00,5.7,1,72,0,21,15,101.6
152987,11/2/2023 22:00,2023,11,2,22:00,4.7,1.9,82,0,19,19,101.59
153047,11/2/2023 23:00,2023,11,2,23:00,4.5,2.5,86,0.1,19,15,101.55
153107,11/3/2023 0:00,2023,11,3,0:00,4.4,1.2,80,0,18,12,101.52
153167,11/3/2023 1:00,2023,11,3,1:00,4.5,1,78,0,18,11,101.47
153227,11/3/2023 2:00,2023,11,3,2:00,5.2,0.3,71,0,18,13,101.43
153287,11/3/2023 3:00,2023,11,3,3:00,5.4,-0.1,68,0,19,16,101.38
153347,11/3/2023 4:00,2023,11,3,4:00,5.6,-0.2,66,0,18,18,101.35
153407,11/3/2023 5:00,2023,11,3,5:00,5.7,0.4,69,0,19,15,101.33
153467,11/3/2023 6:00,2023,11,3,6:00,6.2,0.9,69,0,18,20,101.24
153527,11/3/2023 7:00,2023,11,3,7:00,6.1,0.8,69,0,17,17,101.19
153587,11/3/2023 8:00,2023,11,3,8:00,6.4,0.1,64,0,19,23,101.19
153647,11/3/2023 9:00,2023,11,3,9:00,7.2,0.4,62,0,18,16,101.15
153707,11/3/2023 10:00,2023,11,3,10:00,9.3,1.5,58,0,18,16,101.06
153767,11/3/2023 11:00,2023,11,3,11:00,10.8,1.2,52,0,22,21,100.97
153827,11/3/2023 12:00,2023,11,3,12:00,11.1,1.1,50,0,21,24,100.88
153887,11/3/2023 13:00,2023,11,3,13:00,11.2,1.6,51,0,21,24,100.81
153947,11/3/2023 14:00,2023,11,3,14:00,11.3,1.7,52,0,20,24,100.74
154007,11/3/2023 15:00,2023,11,3,15:00,11.3,1.2,50,0,21,27,100.7
154067,11/3/2023 16:00,2023,11,3,16:00,11.2,0.3,47,0,21,23,100.65
154127,11/3/2023 17:00,2023,11,3,17:00,11.6,0.7,47,0,21,25,100.61
154187,11/3/2023 18:00,2023,11,3,18:00,11.5,1.3,49,0,22,18,100.61
154247,11/3/2023 19:00,2023,11,3,19:00,11.4,1.6,51,0,20,18,100.56
154307,11/3/2023 20:00,2023,11,3,20:00,12.1,0.2,44,0,22,18,100.55
154367,11/3/2023 21:00,2023,11,3,21:00,12.6,0.4,43,0,23,26,100.57
154427,11/3/2023 22:00,2023,11,3,22:00,9.6,4.4,70,0.1,24,21,100.66
154487,11/3/2023 23:00,2023,11,3,23:00,9,5.1,77,0.2,24,20,100.67
154547,11/4/2023 0:00,2023,11,4,0:00,9,4.4,73,0,24,19,100.7
154607,11/4/2023 1:00,2023,11,4,1:00,8.8,4.5,74,0,24,17,100.72
154667,11/4/2023 2:00,2023,11,4,2:00,9.1,4.4,72,0,25,10,100.8
154727,11/4/2023 3:00,2023,11,4,3:00,7.6,3.7,76,0,36,14,100.91
154787,11/4/2023 4:00,2023,11,4,4:00,6.4,2.5,76,0,33,17,100.99
154847,11/4/2023 5:00,2023,11,4,5:00,5.5,2.4,80,0,34,17,101.08
154907,11/4/2023 6:00,2023,11,4,6:00,5,1.7,79,0,34,13,101.13
154967,11/4/2023 7:00,2023,11,4,7:00,3.5,0.3,80,0,35,13,101.17
155027,11/4/2023 8:00,2023,11,4,8:00,3.8,-0.1,76,0,35,13,101.24
155087,11/4/2023 9:00,2023,11,4,9:00,4.5,-0.2,72,0,34,12,101.28
155147,11/4/2023 10:00,2023,11,4,10:00,5.2,-0.7,66,0,36,9,101.26
155207,11/4/2023 11:00,2023,11,4,11:00,6.9,-0.4,60,0,26,4,101.23
155267,11/4/2023 12:00,2023,11,4,12:00,7.7,-0.9,54,0,26,5,101.16
155327,11/4/2023 13:00,2023,11,4,13:00,8.2,-0.9,53,0,27,12,101.11
155387,11/4/2023 14:00,2023,11,4,14:00,8.8,-0.5,52,0,27,11,101.04
155447,11/4/2023 15:00,2023,11,4,15:00,8.9,-1.3,49,0,28,10,101.02
155507,11/4/2023 16:00,2023,11,4,16:00,8.1,-1.1,52,0,29,9,101
155567,11/4/2023 17:00,2023,11,4,17:00,6.3,-1.3,58,0,32,6,101
155627,11/4/2023 18:00,2023,11,4,18:00,4.1,-0.8,70,0,32,5,101.01
155687,11/4/2023 19:00,2023,11,4,19:00,3.8,0.1,77,0,35,2,101
155747,11/4/2023 20:00,2023,11,4,20:00,4.9,0.7,74,0,33,3,101.01
155807,11/4/2023 21:00,2023,11,4,21:00,5.2,-0.5,66,0,35,1,100.97
155867,11/4/2023 22:00,2023,11,4,22:00,3.8,-0.6,73,0,ERROR,0,100.93
155927,11/4/2023 23:00,2023,11,4,23:00,2,-0.2,85,0,0,1,100.91
155987,11/5/2023 0:00,2023,11,5,0:00,1.8,0.2,89,0,35,2,100.84
156047,11/5/2023 1:00,2023,11,5,1:00,2.6,0.2,85,0,35,4,100.82
156107,11/5/2023 2:00,2023,11,5,2:00,3.3,-0.7,75,0,35,4,100.81
156167,11/5/2023 3:00,2023,11,5,3:00,3,-1.3,74,0,1,8,100.81
156227,11/5/2023 4:00,2023,11,5,4:00,1.8,-1.8,77,0,36,5,100.78
156287,11/5/2023 5:00,2023,11,5,5:00,2.7,-1.6,73,0,33,5,100.85
156347,11/5/2023 6:00,2023,11,5,6:00,2.5,-2.5,70,0,35,10,100.88
156407,11/5/2023 7:00,2023,11,5,7:00,0.5,-2.3,81,0,27,4,100.93
156467,11/5/2023 8:00,2023,11,5,8:00,2.4,-1.1,77,0,28,8,100.98
156527,11/5/2023 9:00,2023,11,5,9:00,3.2,-0.7,76,0,28,4,101.01
156587,11/5/2023 10:00,2023,11,5,10:00,3.9,-1,70,0,31,5,101.02
156647,11/5/2023 11:00,2023,11,5,11:00,5.6,-2.6,56,0,31,6,101.03
156707,11/5/2023 12:00,2023,11,5,12:00,6.3,-1.4,58,0,27,10,100.98
156767,11/5/2023 13:00,2023,11,5,13:00,7.4,-1.2,54,0,25,17,100.98
156827,11/5/2023 14:00,2023,11,5,14:00,5.9,-2.1,57,0,33,13,100.99
156887,11/5/2023 15:00,2023,11,5,15:00,5.3,-2.3,58,0,34,15,101.05
156947,11/5/2023 16:00,2023,11,5,16:00,4.1,-1.8,65,0,34,18,101.13
157007,11/5/2023 17:00,2023,11,5,17:00,2.9,-2.5,68,0,34,17,101.19
157067,11/5/2023 18:00,2023,11,5,18:00,2.3,-3,68,0,33,13,101.26
157127,11/5/2023 19:00,2023,11,5,19:00,1.3,-4.8,64,0,31,10,101.31
157187,11/5/2023 20:00,2023,11,5,20:00,0.5,-5.3,65,0,35,11,101.33
157247,11/5/2023 21:00,2023,11,5,21:00,-0.5,-6,67,0,35,11,101.37
157307,11/5/2023 22:00,2023,11,5,22:00,-0.5,-6.4,64,0,2,11,101.38
157367,11/5/2023 23:00,2023,11,5,23:00,-1,-7.1,63,0,5,11,101.36
157427,11/6/2023 0:00,2023,11,6,0:00,-1.1,-7.3,63,0,4,9,101.35
157487,11/6/2023 1:00,2023,11,6,1:00,-2,-7,69,0,4,6,101.33
157547,11/6/2023 2:00,2023,11,6,2:00,-2.3,-6.7,71,0,5,7,101.34
157607,11/6/2023 3:00,2023,11,6,3:00,-2.7,-7,72,0,6,5,101.37
157667,11/6/2023 4:00,2023,11,6,4:00,-1.7,-6.4,71,0,6,7,101.32
157727,11/6/2023 5:00,2023,11,6,5:00,-1.6,-6.4,70,0,6,7,101.35
157787,11/6/2023 6:00,2023,11,6,6:00,-1.7,-6.3,71,0,10,10,101.32
